input,category
这个会议室适合于小组讨论。,1
这个会议室适合进行年会、晚会，有好多个圆桌彼此分开，每个圆桌各有10个椅子，围绕着圆桌，最前面有一个大讲台。,1
布局由好几个桌椅围成的小圈组成，每个小圈由6张桌椅组成，一个铁质小讲台和两个大屏幕，这个会议室用途是小组讨论、组会、教学类的会议。,1
这个会议室适合于学术会议，前排桌子不会遮挡后排，数排长条形状的桌子，每排有数个椅子。,2
有许多排红色椅子，有靠背，面向前方，中间有一个过道，最前面有一个长桌子和7张椅子，我想拿这个会议室进行讲座、宣讲会。,0
我想开展小课堂，分布较为紧凑整齐，整齐分布，较为紧凑，2列3排。,2
这个会议室适合进行小组讨论、低于5人的研讨课、论文答辩，布局靠得很近，便于沟通，四张椅子围绕桌子的三面。,4
整齐放置多排长桌子，每排桌子放置椅子，有窗户。,2
此虚拟会议室目的是开展年会、项目展示。,5
这个会议室用途是学术会议、小组讨论、展会。,4
没有桌子，环绕式摆放几张椅子，有窗户，这个会议室适合于小组讨论。,3
"十几排环形桌椅,中间会有过道。",2
分组，四组长桌椅分布在会议室的两侧，每侧各两组，每张长桌对应五把椅子，此虚拟会议室目的是开展学术会议。,1
小会议桌，围绕5-6把办公椅，小房间，有显示器、地毯，没有窗户，这个会议室适合于小组讨论。,4
一张很大的原木色长桌，周围摆放着许多白色滑轮椅子，桌子的两端各有一把椅子，落地窗，壁挂电视，短绒地毯，装饰多为原木色、灰色、白色的商务风格。,4
我想开展小组讨论，课堂，桌子较多，若干张梯形课桌拼成六边形，每个边有一把椅子，大房间内有多个六边形。,1
此虚拟会议室目的是开展学术会议，小组讨论，黑板投影适合学术展示与交流，桌椅相邻较近适合讨论，面积不够大去开晚会。,3
这个会议室适合于班会，它是个教室，桌椅呈矩形规则分布。,2
这个会议室适合于小组讨论，每个圆桌将人聚集在一起。,1
这个会议室适合进行商务会议，例如董事会会议或者商务谈判，可容纳人数多，宽大的长桌，桌椅比较精致舒适，商务风的装饰。,4
这个会议室适合进行小组讨论，座椅拜访很随意，没有桌子，很紧凑，促进大家的交流。,3
这个会议室适合进行晚会，年会，共有三排椅子，并且有两个过道。,0
我想拿这个会议室进行小组讨论。,3
这个会议室适合进行上课、小组讨论，四张小桌子拼成一个大桌子，每个桌子一张椅子。,1
我想开展晚会，学术会议，年会，大会堂，阶梯，多排桌子，阶梯状窗户，投影仪，灯带。,2
这个会议室适合进行上课，有很多排桌子和很多排椅子，有很多窗户。,2
六张桌子组成三排，中间有一个过道，每排桌子有8个椅子，最前面有讲台和投影，几排桌子面向前面。,2
此虚拟会议室目的是开展展会，年会，椅子数量多且全部面朝同一方向，没有桌子，椅子从房间头到房间尾放置在阶梯上，全部面朝同一方向，椅子数量多，房间的一侧似乎有一个讲台，房间中间的天花板上有一个投影仪，房间无窗。,0
很多组桌椅，若干椅子围着一个桌子，四周都是墙壁，这个会议室适合于上课、小组讨论。,1
这个会议室用途是研讨会、组会、小组讨论。,4
成组分散，座椅围坐，有窗户和置物柜，一个小讲台，这个会议室适合进行小组讨论。,1
主讲人突出，座椅舒适，一共两大列，8小列，每大列4小列共5排椅子，正前方有一张讲桌，正前方墙上有两个投影，右侧墙上有两块黑板，此虚拟会议室目的是开展演讲，讲座。,0
这个会议室适合于小组讨论，没有桌子，椅子围绕中心点分散开来。,3
这个会议室适合于学术会议，C型、环形的桌子和椅子，C型桌子的缺口处有讲台和投影仪。,5
我想拿这个会议室进行课堂讨论。,3
有很多排椅子，我想拿这个会议室进行学术会议。,0
面积适合，座位有限，面对面互动性强，以教室中轴线为分界线，两边对称，每一边由内向外呈扇形分布，正常教室布局结构，我想拿这个会议室进行小组讨论。,3
圆形排布利于讨论，椅子围绕中心圆形放置逐渐向外扩展，最内圈是五把黄色的椅子，外围是黑色的椅子，此虚拟会议室目的是开展小组讨论，学术会议。,3
我想拿这个会议室进行学术会议，年会，有四个弧形的长桌子，中间的空间有很多把椅子，讲台上有一个屏幕。,2
此虚拟会议室目的是开展小组讨论，学术会议，圆形排布利于讨论，椅子围绕中心圆形放置逐渐向外扩展，最内圈是五把黄色的椅子，外围是黑色的椅子。,3
长方形桌子，窗户、投影，窗外是自然风光，我想开展小组讨论、学术会议。,5
好多排椅子，没有桌子，都面向前方，排列整齐。,0
u型桌子，比较扁，三面都有椅子，此虚拟会议室目的是开展学术会议、研讨会。,5
这个会议室适合于年会，主席台上可以坐领导，多排阶梯上排列联排教室椅。,0
这个会议室用途是学术会议，小组讨论，有投影仪，桌子围成半圆。,5
长条桌子，旁边很多椅子，后面有门，旁边有窗户。,5
由若干组桌椅组成，12张椅子围着一个桌子，前方有一个舞台，舞台上有一个投影。,1
这个会议室用途是学术会议，展会，有多排椅子按照一定的间隔平行放置，一排上有很多椅子，没有桌子，有多排椅子按照一定的间隔平行放置，一排上有很多椅子，所有椅子面朝讲台。,0
我想开展年会。,0
桌子摆放成方形，周围排列着椅子，此虚拟会议室目的是开展学术会议。,5
我想拿这个会议室进行学术会议，年会。,2
教室，独立座椅，排列整齐，有讲台、黑板，课程表，挂式电视、音响，这个会议室适合进行课程、小组讨论。,2
我想开展学术会议，演讲，椅子摆放在左右两边，中间是过道，两边各有7列12排。,0
这个会议室用途是小组讨论，面对面布局，整个会议室分为五组桌椅，每组桌椅是由梯形单人桌围城的六边形大桌，周围有六把椅子。,1
桌椅阶梯式分布，窗户，投影，黑板。,2
我想开展年会，座位多而整齐。,0
桌子摆放成方形，周围排列着椅子。,5
我想拿这个会议室进行小组讨论，一张圆桌周围有五张椅子，旁边有投影，顶上有吊灯。,4
此虚拟会议室目的是开展学术会议，都面向前方且有桌子，五排椅子，每排椅子都有四张桌。,2
折叠椅配桌子，椅子比较豪华，一张桌子配一张椅子，蓝色窗帘，有讲台。,2
空间富裕，桌子大，一张大桌子，座位分列两侧，这个会议室用途是商业会议。,4
以教室中轴线为分界线，两边对称，每一边由内向外呈扇形分布。,3
我想开展学术会议、企业商业会议，一张大长桌两侧分布了多把椅子，长桌一头有一把椅子。,4
这个会议室适合于小组讨论，分组布局，每组可以方便交流。,1
中型会议室，桌子拼成环绕型，围绕演讲者，环绕型。,5
中间有一个桌子，左右两侧都有九把椅子，后方有一把椅子，这个会议室用途是小组讨论，年会。,4
我想开展年会和晚会等大型会议，十多排椅子，每排20把，在会议室前方有一个讲台。,0
此虚拟会议室目的是开展年会，很多排椅子和桌子。,2
分散。,1
椅子围绕中心圆形放置逐渐向外扩展，最内圈是五把黄色的椅子，外围是黑色的椅子。,3
多个圆桌餐桌，周围配有椅子，有舞台、地板、音响。,1
四张桌子纵向面向屏幕，摆放两行，每行两张，每张桌子两侧各三张椅子，每张桌子上摆放了六个文件夹，一个玻璃水壶和六只玻璃水杯。,1
整个教室有两大列桌椅，中间有一个过道。,2
这个会议室用途是研讨会、组会、小组讨论，彼此面对，做得很紧凑，还有桌子可以摆放电脑，一个长方形桌子，桌子两边有十几张椅子，最前面有个屏幕。,4
椅子面朝的方向有一面投影幕布，房间无窗，没有桌子，椅子从房间头到房间尾由低到高放置在阶梯上，全部面朝同一方向，此虚拟会议室目的是开展影视展览会议。,0
我想开展小组讨论，标准圆圈状排列。,3
我想拿这个会议室进行年会，椅子很多，压抑。,0
这个会议室用途是小组讨论，座位少，空间集中，小会议室，座位容纳6-8人，环绕演讲者，桌子拼成环形结构，有一个投影幕布。,5
这个会议室用途是上课，阶梯教室多排桌椅。,2
里外有几层座位，环环围绕成一个圈，没有桌子只有椅子，间距不一，较为随意，装饰色彩温暖，像学校教室，窗户较多，光线充足。,3
这个会议室适合进行学术会议，环绕的布局，环绕的长桌和椅子。,5
我想开展小型座谈会，四张中心围绕的沙发表明他们是会议的核心发言人，外圈的两排椅子表明有许多发言频次很低的听众，会议室内没有投影，说明不需要对特定图片和复杂数据信息进行展示，可以表明他们讨论的是偏人文社科定性方向的议题，外圈两排椅子围绕着内圈的四张沙发，其中两张沙发之间有一个小圆桌。,3
